modeldate,state,Trump,Biden
8/20/20,NE-3,0.99965,0.00035
8/20/20,NE-2,0.442325,0.557675
8/20/20,NE-1,0.9435,0.0565
8/20/20,Montana,0.880775,0.119225
8/20/20,Missouri,0.875175,0.124825
8/20/20,Mississippi,0.8911,0.1089
8/20/20,Minnesota,0.27785,0.72215
8/20/20,Michigan,0.183125,0.816875
8/20/20,Massachusetts,0.00365,0.99635
8/20/20,Maryland,0.002,0.998
8/20/20,Maine,0.215625,0.784375
8/20/20,ME-2,0.632075,0.367925
8/20/20,ME-1,0.052875,0.947125
8/20/20,Louisiana,0.924675,0.075325
8/20/20,Kentucky,0.97465,0.02535
8/20/20,Kansas,0.924475,0.075525
8/20/20,Iowa,0.683175,0.316825
8/20/20,Indiana,0.950075,0.049925
8/20/20,Illinois,0.00575,0.99425
8/20/20,Idaho,0.9936,0.0064
8/20/20,Hawaii,0.0141,0.9859
8/20/20,Georgia,0.67385,0.32615
8/20/20,Florida,0.349025,0.650975
8/20/20,District of Columbia,0,1
8/20/20,Delaware,0.002125,0.997875
8/20/20,Connecticut,0.02165,0.97835
8/20/20,Colorado,0.13715,0.86285
8/20/20,California,0.002275,0.997725
8/20/20,Arkansas,0.929725,0.070275
8/20/20,Arizona,0.44195,0.55805
8/20/20,Alaska,0.811375,0.188625
8/20/20,Alabama,0.97915,0.02085
8/19/20,Wyoming,0.997925,0.002075
8/19/20,Wisconsin,0.281525,0.718475
8/19/20,West Virginia,0.992325,0.007675
8/19/20,Washington,0.011625,0.988375
8/19/20,Virginia,0.072375,0.927625
8/19/20,Vermont,0.00725,0.99275
8/19/20,Utah,0.952425,0.047575
8/19/20,Texas,0.7493,0.2507
8/19/20,Tennessee,0.9523,0.0477
8/19/20,South Dakota,0.96315,0.03685
8/19/20,South Carolina,0.877925,0.122075
8/19/20,Rhode Island,0.015975,0.984025
8/19/20,Pennsylvania,0.2578,0.7422
8/19/20,Oregon,0.0844,0.9156
8/19/20,Oklahoma,0.9922,0.0078
8/19/20,Ohio,0.548925,0.451075
8/19/20,North Dakota,0.9863,0.0137
8/19/20,North Carolina,0.5143,0.4857
8/19/20,New York,0.003,0.997
8/19/20,New Mexico,0.088425,0.911575
8/19/20,New Jersey,0.04155,0.95845
8/19/20,New Hampshire,0.27575,0.72425
8/19/20,Nevada,0.22095,0.77905
8/19/20,Nebraska,0.985475,0.014525
8/19/20,NE-3,0.99965,0.00035
8/19/20,NE-2,0.453225,0.546775
8/19/20,NE-1,0.945325,0.054675
8/19/20,Montana,0.8849,0.1151
8/19/20,Missouri,0.879325,0.120675
8/19/20,Mississippi,0.88895,0.11105
8/19/20,Minnesota,0.280275,0.719725
8/19/20,Michigan,0.18735,0.81265
8/19/20,Massachusetts,0.0042,0.9958
8/19/20,Maryland,0.002375,0.997625
8/19/20,Maine,0.220125,0.779875
8/19/20,ME-2,0.63875,0.36125
8/19/20,ME-1,0.0549,0.9451
8/19/20,Louisiana,0.922225,0.077775
8/19/20,Kentucky,0.975375,0.024625
8/19/20,Kansas,0.9274,0.0726
8/19/20,Iowa,0.68625,0.31375
8/19/20,Indiana,0.9491,0.0509
8/19/20,Illinois,0.006175,0.993825
8/19/20,Idaho,0.993375,0.006625
8/19/20,Hawaii,0.013725,0.986275
8/19/20,Georgia,0.6753,0.3247
8/19/20,Florida,0.35755,0.64245
8/19/20,District of Columbia,0,1
8/19/20,Delaware,0.00215,0.99785
8/19/20,Connecticut,0.021225,0.978775
8/19/20,Colorado,0.1446,0.8554
8/19/20,California,0.00275,0.99725
8/19/20,Arkansas,0.9323,0.0677
8/19/20,Arizona,0.4477,0.5523
8/19/20,Alaska,0.814025,0.185975
8/19/20,Alabama,0.980025,0.019975
8/18/20,Wyoming,0.998275,0.001725
8/18/20,Wisconsin,0.274275,0.725725
8/18/20,West Virginia,0.991875,0.008125
8/18/20,Washington,0.0118,0.9882
8/18/20,Virginia,0.069725,0.930275
8/18/20,Vermont,0.0081,0.9919
8/18/20,Utah,0.952525,0.047475
8/18/20,Texas,0.7422,0.2578
8/18/20,Tennessee,0.951025,0.048975
8/18/20,South Dakota,0.96195,0.03805
8/18/20,South Carolina,0.875225,0.124775
8/18/20,Rhode Island,0.016625,0.983375
8/18/20,Pennsylvania,0.248225,0.751775
8/18/20,Oregon,0.08305,0.91695
8/18/20,Oklahoma,0.992525,0.007475
8/18/20,Ohio,0.54505,0.45495
8/18/20,North Dakota,0.9863,0.0137
8/18/20,North Carolina,0.510775,0.489225
8/18/20,New York,0.00355,0.99645
8/18/20,New Mexico,0.08825,0.91175
8/18/20,New Jersey,0.04225,0.95775
8/18/20,New Hampshire,0.269525,0.730475
8/18/20,Nevada,0.215475,0.784525
8/18/20,Nebraska,0.9864,0.0136
8/18/20,NE-3,0.99955,0.00045
8/18/20,NE-2,0.446125,0.553875
8/18/20,NE-1,0.9448,0.0552
8/18/20,Montana,0.880375,0.119625
8/18/20,Missouri,0.87335,0.12665
8/18/20,Mississippi,0.888025,0.111975
8/18/20,Minnesota,0.2654,0.7346
8/18/20,Michigan,0.18255,0.81745
8/18/20,Massachusetts,0.004425,0.995575
8/18/20,Maryland,0.002375,0.997625
8/18/20,Maine,0.214225,0.785775
8/18/20,ME-2,0.634225,0.365775
8/18/20,ME-1,0.053225,0.946775
8/18/20,Louisiana,0.924275,0.075725
8/18/20,Kentucky,0.97435,0.02565
8/18/20,Kansas,0.926975,0.073025
8/18/20,Iowa,0.682,0.318
8/18/20,Indiana,0.949675,0.050325
8/18/20,Illinois,0.007075,0.992925
8/18/20,Idaho,0.99345,0.00655
8/18/20,Hawaii,0.01385,0.98615
8/18/20,Georgia,0.671475,0.328525
8/18/20,Florida,0.34775,0.65225
8/18/20,District of Columbia,0,1
8/18/20,Delaware,0.002725,0.997275
8/18/20,Connecticut,0.020175,0.979825
8/18/20,Colorado,0.13545,0.86455
8/18/20,California,0.00255,0.99745
8/18/20,Arkansas,0.930175,0.069825
8/18/20,Arizona,0.441275,0.558725
8/18/20,Alaska,0.81075,0.18925
8/18/20,Alabama,0.979225,0.020775
8/17/20,Wyoming,0.998525,0.001475
8/17/20,Wisconsin,0.2793,0.7207
8/17/20,West Virginia,0.992475,0.007525
8/17/20,Washington,0.010625,0.989375
8/17/20,Virginia,0.0708,0.9292
8/17/20,Vermont,0.00785,0.99215
8/17/20,Utah,0.9517,0.0483
8/17/20,Texas,0.744475,0.255525
8/17/20,Tennessee,0.95095,0.04905
8/17/20,South Dakota,0.9645,0.0355
8/17/20,South Carolina,0.874425,0.125575
8/17/20,Rhode Island,0.015875,0.984125
8/17/20,Pennsylvania,0.255625,0.744375
8/17/20,Oregon,0.084825,0.915175
8/17/20,Oklahoma,0.99285,0.00715
8/17/20,Ohio,0.55115,0.44885
8/17/20,North Dakota,0.986625,0.013375
8/17/20,North Carolina,0.512725,0.487275
8/17/20,New York,0.0029,0.9971
8/17/20,New Mexico,0.089625,0.910375
8/17/20,New Jersey,0.041975,0.958025
8/17/20,New Hampshire,0.274875,0.725125
8/17/20,Nevada,0.218275,0.781725
8/17/20,Nebraska,0.9866,0.0134
8/17/20,NE-3,0.999675,0.000325
8/17/20,NE-2,0.4498,0.5502
8/17/20,NE-1,0.94445,0.05555
8/17/20,Montana,0.883025,0.116975
8/17/20,Missouri,0.873875,0.126125
8/17/20,Mississippi,0.88685,0.11315
8/17/20,Minnesota,0.2718,0.7282
8/17/20,Michigan,0.179325,0.820675
8/17/20,Massachusetts,0.004,0.996
8/17/20,Maryland,0.00215,0.99785
8/17/20,Maine,0.22395,0.77605
8/17/20,ME-2,0.6377,0.3623
8/17/20,ME-1,0.056375,0.943625
8/17/20,Louisiana,0.9227,0.0773
8/17/20,Kentucky,0.975375,0.024625
8/17/20,Kansas,0.926975,0.073025
8/17/20,Iowa,0.686025,0.313975
8/17/20,Indiana,0.947475,0.052525
8/17/20,Illinois,0.006375,0.993625
8/17/20,Idaho,0.9938,0.0062
8/17/20,Hawaii,0.01325,0.98675
8/17/20,Georgia,0.67155,0.32845
8/17/20,Florida,0.3485,0.6515
8/17/20,District of Columbia,0,1
8/17/20,Delaware,0.002175,0.997825
8/17/20,Connecticut,0.019925,0.980075
8/17/20,Colorado,0.14145,0.85855
8/17/20,California,0.00255,0.99745
8/17/20,Arkansas,0.931225,0.068775
8/17/20,Arizona,0.439775,0.560225
8/17/20,Alaska,0.8144,0.1856
8/17/20,Alabama,0.9796,0.0204
8/16/20,Wyoming,0.998125,0.001875
8/16/20,Wisconsin,0.282725,0.717275
8/16/20,West Virginia,0.991625,0.008375
8/16/20,Washington,0.012625,0.987375
8/16/20,Virginia,0.077875,0.922125
8/16/20,Vermont,0.008625,0.991375
8/16/20,Utah,0.951275,0.048725
8/16/20,Texas,0.71265,0.28735
8/16/20,Tennessee,0.952025,0.047975
8/16/20,South Dakota,0.960825,0.039175
8/16/20,South Carolina,0.876775,0.123225
8/16/20,Rhode Island,0.0185,0.9815
8/16/20,Pennsylvania,0.2635,0.7365
8/16/20,Oregon,0.087575,0.912425
8/16/20,Oklahoma,0.992425,0.007575
8/16/20,Ohio,0.5542,0.4458
8/16/20,North Dakota,0.9842,0.0158
8/16/20,North Carolina,0.51795,0.48205
8/16/20,New York,0.00445,0.99555
8/16/20,New Mexico,0.098125,0.901875
8/16/20,New Jersey,0.04615,0.95385
8/16/20,New Hampshire,0.2786,0.7214
8/16/20,Nevada,0.227625,0.772375
8/16/20,Nebraska,0.984175,0.015825
8/16/20,NE-3,0.999625,0.000375
8/16/20,NE-2,0.457475,0.542525
8/16/20,NE-1,0.941375,0.058625
8/16/20,Montana,0.88145,0.11855
8/16/20,Missouri,0.8746,0.1254
8/16/20,Mississippi,0.88785,0.11215
8/16/20,Minnesota,0.2781,0.7219
8/16/20,Michigan,0.185525,0.814475
8/16/20,Massachusetts,0.00555,0.99445
8/16/20,Maryland,0.002775,0.997225
8/16/20,Maine,0.221,0.779
8/16/20,ME-2,0.636725,0.363275
8/16/20,ME-1,0.0571,0.9429
8/16/20,Louisiana,0.926425,0.073575
8/16/20,Kentucky,0.972925,0.027075
8/16/20,Kansas,0.925725,0.074275
8/16/20,Iowa,0.687975,0.312025
8/16/20,Indiana,0.947375,0.052625
8/16/20,Illinois,0.00735,0.99265
8/16/20,Idaho,0.9938,0.0062
8/16/20,Hawaii,0.01525,0.98475
8/16/20,Georgia,0.664575,0.335425
8/16/20,Florida,0.36315,0.63685
8/16/20,District of Columbia,0,1
8/16/20,Delaware,0.00255,0.99745
8/16/20,Connecticut,0.025825,0.974175
8/16/20,Colorado,0.146625,0.853375
8/16/20,California,0.003475,0.996525
8/16/20,Arkansas,0.929225,0.070775
8/16/20,Arizona,0.452,0.548
8/16/20,Alaska,0.814,0.186
8/16/20,Alabama,0.9789,0.0211
8/15/20,Wyoming,0.997975,0.002025
8/15/20,Wisconsin,0.27775,0.72225
8/15/20,West Virginia,0.9918,0.0082
8/15/20,Washington,0.011825,0.988175
8/15/20,Virginia,0.074625,0.925375
8/15/20,Vermont,0.0076,0.9924
8/15/20,Utah,0.947925,0.052075
8/15/20,Texas,0.7019,0.2981
8/15/20,Tennessee,0.9478,0.0522
8/15/20,South Dakota,0.9603,0.0397
8/15/20,South Carolina,0.866575,0.133425
8/15/20,Rhode Island,0.018375,0.981625
8/15/20,Pennsylvania,0.2605,0.7395
8/15/20,Oregon,0.084525,0.915475
8/15/20,Oklahoma,0.992425,0.007575
8/15/20,Ohio,0.542875,0.457125
8/15/20,North Dakota,0.984875,0.015125
8/15/20,North Carolina,0.503925,0.496075
8/15/20,New York,0.003775,0.996225
8/15/20,New Mexico,0.093925,0.906075
8/15/20,New Jersey,0.042575,0.957425
8/15/20,New Hampshire,0.275275,0.724725
8/15/20,Nevada,0.2221,0.7779
8/15/20,Nebraska,0.98375,0.01625
8/15/20,NE-3,0.999525,0.000475
8/15/20,NE-2,0.44975,0.55025
8/15/20,NE-1,0.9426,0.0574
8/15/20,Montana,0.8793,0.1207
8/15/20,Missouri,0.86775,0.13225
8/15/20,Mississippi,0.88475,0.11525
8/15/20,Minnesota,0.27625,0.72375
8/15/20,Michigan,0.18445,0.81555
8/15/20,Massachusetts,0.005075,0.994925
8/15/20,Maryland,0.002625,0.997375
8/15/20,Maine,0.2183,0.7817
8/15/20,ME-2,0.63495,0.36505
8/15/20,ME-1,0.0557,0.9443
8/15/20,Louisiana,0.922575,0.077425
8/15/20,Kentucky,0.971625,0.028375
8/15/20,Kansas,0.924425,0.075575
8/15/20,Iowa,0.67785,0.32215
8/15/20,Indiana,0.944925,0.055075
8/15/20,Illinois,0.0071,0.9929
8/15/20,Idaho,0.99285,0.00715
8/15/20,Hawaii,0.013425,0.986575
8/15/20,Georgia,0.654275,0.345725
8/15/20,Florida,0.35195,0.64805
8/15/20,District of Columbia,0,1
8/15/20,Delaware,0.0025,0.9975
8/15/20,Connecticut,0.024575,0.975425
8/15/20,Colorado,0.14475,0.85525
8/15/20,California,0.002425,0.997575
8/15/20,Arkansas,0.924875,0.075125
8/15/20,Arizona,0.443775,0.556225
8/15/20,Alaska,0.81115,0.18885
8/15/20,Alabama,0.97935,0.02065
8/14/20,Wyoming,0.99815,0.00185
8/14/20,Wisconsin,0.2715,0.7285
8/14/20,West Virginia,0.991725,0.008275
8/14/20,Washington,0.011475,0.988525
8/14/20,Virginia,0.071775,0.928225
8/14/20,Vermont,0.007375,0.992625
8/14/20,Utah,0.9492,0.0508
8/14/20,Texas,0.69785,0.30215
8/14/20,Tennessee,0.9462,0.0538
8/14/20,South Dakota,0.960675,0.039325
8/14/20,South Carolina,0.8657,0.1343
8/14/20,Rhode Island,0.0178,0.9822
8/14/20,Pennsylvania,0.252075,0.747925
8/14/20,Oregon,0.08525,0.91475
8/14/20,Oklahoma,0.9921,0.0079
8/14/20,Ohio,0.53855,0.46145
8/14/20,North Dakota,0.98385,0.01615
8/14/20,North Carolina,0.49325,0.50675
8/14/20,New York,0.00365,0.99635
8/14/20,New Mexico,0.088525,0.911475
8/14/20,New Jersey,0.04275,0.95725
8/14/20,New Hampshire,0.2698,0.7302
8/14/20,Nevada,0.21335,0.78665
8/14/20,Nebraska,0.983225,0.016775
8/14/20,NE-3,0.999575,0.000425
8/14/20,NE-2,0.441175,0.558825
8/14/20,NE-1,0.940025,0.059975
8/14/20,Montana,0.877475,0.122525
8/14/20,Missouri,0.869575,0.130425
8/14/20,Mississippi,0.8801,0.1199
8/14/20,Minnesota,0.26695,0.73305
8/14/20,Michigan,0.176225,0.823775
8/14/20,Massachusetts,0.00485,0.99515
8/14/20,Maryland,0.001975,0.998025
8/14/20,Maine,0.214575,0.785425
8/14/20,ME-2,0.630775,0.369225
8/14/20,ME-1,0.054875,0.945125
8/14/20,Louisiana,0.92105,0.07895
8/14/20,Kentucky,0.97225,0.02775
8/14/20,Kansas,0.922225,0.077775
8/14/20,Iowa,0.6783,0.3217
8/14/20,Indiana,0.945975,0.054025
8/14/20,Illinois,0.006625,0.993375
8/14/20,Idaho,0.993225,0.006775
8/14/20,Hawaii,0.013675,0.986325
8/14/20,Georgia,0.646075,0.353925
8/14/20,Florida,0.3415,0.6585
8/14/20,District of Columbia,0,1
8/14/20,Delaware,0.00225,0.99775
8/14/20,Connecticut,0.02225,0.97775
8/14/20,Colorado,0.13825,0.86175
8/14/20,California,0.0023,0.9977
8/14/20,Arkansas,0.9248,0.0752
8/14/20,Arizona,0.4403,0.5597
8/14/20,Alaska,0.807275,0.192725
8/14/20,Alabama,0.979025,0.020975
8/13/20,Wyoming,0.998075,0.001925
8/13/20,Wisconsin,0.2758,0.7242
8/13/20,West Virginia,0.9922,0.0078
8/13/20,Washington,0.013725,0.986275
8/13/20,Virginia,0.078125,0.921875
8/13/20,Vermont,0.008325,0.991675
8/13/20,Utah,0.9507,0.0493
8/13/20,Texas,0.7077,0.2923
8/13/20,Tennessee,0.9484,0.0516
8/13/20,South Dakota,0.961025,0.038975
8/13/20,South Carolina,0.867425,0.132575
8/13/20,Rhode Island,0.018925,0.981075
8/13/20,Pennsylvania,0.2589,0.7411
8/13/20,Oregon,0.0881,0.9119
8/13/20,Oklahoma,0.992175,0.007825
8/13/20,Ohio,0.54875,0.45125
8/13/20,North Dakota,0.985375,0.014625
8/13/20,North Carolina,0.50445,0.49555
8/13/20,New York,0.004325,0.995675
8/13/20,New Mexico,0.091875,0.908125
8/13/20,New Jersey,0.044775,0.955225
8/13/20,New Hampshire,0.273225,0.726775
8/13/20,Nevada,0.22665,0.77335
8/13/20,Nebraska,0.98475,0.01525
8/13/20,NE-3,0.99955,0.00045
8/13/20,NE-2,0.4554,0.5446
8/13/20,NE-1,0.942625,0.057375
8/13/20,Montana,0.8801,0.1199
8/13/20,Missouri,0.8706,0.1294
8/13/20,Mississippi,0.883375,0.116625
8/13/20,Minnesota,0.2754,0.7246
8/13/20,Michigan,0.181425,0.818575
8/13/20,Massachusetts,0.0051,0.9949
8/13/20,Maryland,0.002575,0.997425
8/13/20,Maine,0.216375,0.783625
8/13/20,ME-2,0.634675,0.365325
8/13/20,ME-1,0.055025,0.944975
8/13/20,Louisiana,0.919125,0.080875
8/13/20,Kentucky,0.9731,0.0269
8/13/20,Kansas,0.92355,0.07645
8/13/20,Iowa,0.67985,0.32015
8/13/20,Indiana,0.945475,0.054525
8/13/20,Illinois,0.0072,0.9928
8/13/20,Idaho,0.9931,0.0069
8/13/20,Hawaii,0.016025,0.983975
8/13/20,Georgia,0.652775,0.347225
8/13/20,Florida,0.351625,0.648375
8/13/20,District of Columbia,0,1
8/13/20,Delaware,0.002825,0.997175
8/13/20,Connecticut,0.024325,0.975675
8/13/20,Colorado,0.146775,0.853225
8/13/20,California,0.0034,0.9966
8/13/20,Arkansas,0.927475,0.072525
8/13/20,Arizona,0.4448,0.5552
8/13/20,Alaska,0.8112,0.1888
8/13/20,Alabama,0.977625,0.022375
8/12/20,Wyoming,0.99815,0.00185
8/12/20,Wisconsin,0.301625,0.698375
8/12/20,West Virginia,0.9915,0.0085
8/12/20,Washington,0.01345,0.98655
8/12/20,Virginia,0.079025,0.920975
8/12/20,Vermont,0.0085,0.9915
8/12/20,Utah,0.950525,0.049475
8/12/20,Texas,0.708925,0.291075
8/12/20,Tennessee,0.94935,0.05065
8/12/20,South Dakota,0.959775,0.040225
8/12/20,South Carolina,0.87185,0.12815
8/12/20,Rhode Island,0.0199,0.9801
8/12/20,Pennsylvania,0.26605,0.73395
8/12/20,Oregon,0.09145,0.90855
8/12/20,Oklahoma,0.992125,0.007875
8/12/20,Ohio,0.55215,0.44785
8/12/20,North Dakota,0.9851,0.0149
8/12/20,North Carolina,0.510325,0.489675
8/12/20,New York,0.00475,0.99525
8/12/20,New Mexico,0.099575,0.900425
8/12/20,New Jersey,0.04715,0.95285
8/12/20,New Hampshire,0.2839,0.7161
8/12/20,Nevada,0.23285,0.76715
8/12/20,Nebraska,0.984525,0.015475
8/12/20,NE-3,0.999425,0.000575
8/12/20,NE-2,0.458525,0.541475
8/12/20,NE-1,0.9434,0.0566
8/12/20,Montana,0.87945,0.12055
8/12/20,Missouri,0.8708,0.1292
8/12/20,Mississippi,0.87175,0.12825
8/12/20,Minnesota,0.281875,0.718125
8/12/20,Michigan,0.1876,0.8124
8/12/20,Massachusetts,0.0059,0.9941
8/12/20,Maryland,0.00255,0.99745
8/12/20,Maine,0.2271,0.7729
8/12/20,ME-2,0.639225,0.360775
8/12/20,ME-1,0.05935,0.94065
8/12/20,Louisiana,0.92235,0.07765
8/12/20,Kentucky,0.97325,0.02675
8/12/20,Kansas,0.923,0.077
8/12/20,Iowa,0.6856,0.3144
8/12/20,Indiana,0.946525,0.053475
8/12/20,Illinois,0.00885,0.99115
8/12/20,Idaho,0.993425,0.006575
8/12/20,Hawaii,0.0155,0.9845
8/12/20,Georgia,0.6573,0.3427
8/12/20,Florida,0.359,0.641
8/12/20,District of Columbia,0,1
8/12/20,Delaware,0.002975,0.997025
8/12/20,Connecticut,0.02625,0.97375
8/12/20,Colorado,0.1509,0.8491
8/12/20,California,0.003275,0.996725
8/12/20,Arkansas,0.927425,0.072575
8/12/20,Arizona,0.44815,0.55185
8/12/20,Alaska,0.81035,0.18965
8/12/20,Alabama,0.977675,0.022325
8/11/20,Wyoming,0.9982,0.0018
8/11/20,Wisconsin,0.302275,0.697725
8/11/20,West Virginia,0.99255,0.00745
8/11/20,Washington,0.0136,0.9864
8/11/20,Virginia,0.082475,0.917525
8/11/20,Vermont,0.00845,0.99155
8/11/20,Utah,0.9502,0.0498
8/11/20,Texas,0.7078,0.2922
8/11/20,Tennessee,0.949125,0.050875
8/11/20,South Dakota,0.962025,0.037975
8/11/20,South Carolina,0.869725,0.130275
8/11/20,Rhode Island,0.0202,0.9798
8/11/20,Pennsylvania,0.264875,0.735125
8/11/20,Oregon,0.093875,0.906125
8/11/20,Oklahoma,0.993225,0.006775
8/11/20,Ohio,0.5496,0.4504
8/11/20,North Dakota,0.985875,0.014125
8/11/20,North Carolina,0.50635,0.49365
8/11/20,New York,0.004875,0.995125
8/11/20,New Mexico,0.100075,0.899925
8/11/20,New Jersey,0.0469,0.9531
8/11/20,New Hampshire,0.2845,0.7155
8/11/20,Nevada,0.2342,0.7658
8/11/20,Nebraska,0.9848,0.0152
8/11/20,NE-3,0.9997,0.0003
8/11/20,NE-2,0.460975,0.539025
8/11/20,NE-1,0.943475,0.056525
8/11/20,Montana,0.879275,0.120725
8/11/20,Missouri,0.869375,0.130625
8/11/20,Mississippi,0.871825,0.128175
8/11/20,Minnesota,0.281075,0.718925
8/11/20,Michigan,0.192675,0.807325
8/11/20,Massachusetts,0.00625,0.99375
8/11/20,Maryland,0.0027,0.9973
8/11/20,Maine,0.22845,0.77155
8/11/20,ME-2,0.638075,0.361925
8/11/20,ME-1,0.0587,0.9413
8/11/20,Louisiana,0.919925,0.080075
8/11/20,Kentucky,0.9741,0.0259
8/11/20,Kansas,0.93955,0.06045
8/11/20,Iowa,0.683225,0.316775
8/11/20,Indiana,0.947375,0.052625
8/11/20,Illinois,0.00805,0.99195
8/11/20,Idaho,0.993075,0.006925
8/11/20,Hawaii,0.015675,0.984325
8/11/20,Georgia,0.65785,0.34215
8/11/20,Florida,0.34765,0.65235
8/11/20,District of Columbia,0,1
8/11/20,Delaware,0.0026,0.9974
8/11/20,Connecticut,0.025875,0.974125
8/11/20,Colorado,0.15505,0.84495
8/11/20,California,0.003925,0.996075
8/11/20,Arkansas,0.926775,0.073225
8/11/20,Arizona,0.444375,0.555625
8/11/20,Alaska,0.809075,0.190925
8/11/20,Alabama,0.97925,0.02075
8/10/20,Wyoming,0.998075,0.001925
8/10/20,Wisconsin,0.2763,0.7237
8/10/20,West Virginia,0.990625,0.009375
8/10/20,Washington,0.0146,0.9854
8/10/20,Virginia,0.08295,0.91705
8/10/20,Vermont,0.008525,0.991475
8/10/20,Utah,0.950375,0.049625
8/10/20,Texas,0.707925,0.292075
8/10/20,Tennessee,0.943125,0.056875
8/10/20,South Dakota,0.959175,0.040825
8/10/20,South Carolina,0.86655,0.13345
8/10/20,Rhode Island,0.022725,0.977275
8/10/20,Pennsylvania,0.2703,0.7297
8/10/20,Oregon,0.09235,0.90765
8/10/20,Oklahoma,0.99175,0.00825
8/10/20,Ohio,0.5483,0.4517
8/10/20,North Dakota,0.98435,0.01565
8/10/20,North Carolina,0.48995,0.51005
8/10/20,New York,0.00495,0.99505
8/10/20,New Mexico,0.103025,0.896975
8/10/20,New Jersey,0.0494,0.9506
8/10/20,New Hampshire,0.28395,0.71605
8/10/20,Nevada,0.24085,0.75915
8/10/20,Nebraska,0.983325,0.016675
8/10/20,NE-3,0.999475,0.000525
8/10/20,NE-2,0.45995,0.54005
8/10/20,NE-1,0.940775,0.059225
8/10/20,Montana,0.877625,0.122375
8/10/20,Missouri,0.8666,0.1334
8/10/20,Mississippi,0.8699,0.1301
8/10/20,Minnesota,0.240425,0.759575
8/10/20,Michigan,0.19565,0.80435
8/10/20,Massachusetts,0.006725,0.993275
8/10/20,Maryland,0.002575,0.997425
8/10/20,Maine,0.21465,0.78535
8/10/20,ME-2,0.635675,0.364325
8/10/20,ME-1,0.052575,0.947425
8/10/20,Louisiana,0.9182,0.0818
8/10/20,Kentucky,0.969825,0.030175
8/10/20,Kansas,0.9369,0.0631
8/10/20,Iowa,0.6798,0.3202
8/10/20,Indiana,0.94205,0.05795
8/10/20,Illinois,0.00885,0.99115
8/10/20,Idaho,0.992525,0.007475
8/10/20,Hawaii,0.0173,0.9827
8/10/20,Georgia,0.665525,0.334475
8/10/20,Florida,0.354625,0.645375
8/10/20,District of Columbia,0,1
8/10/20,Delaware,0.0028,0.9972
8/10/20,Connecticut,0.028625,0.971375
8/10/20,Colorado,0.15615,0.84385
8/10/20,California,0.004175,0.995825
8/10/20,Arkansas,0.9228,0.0772
8/10/20,Arizona,0.46905,0.53095
8/10/20,Alaska,0.81005,0.18995
8/10/20,Alabama,0.976375,0.023625
8/9/20,Wyoming,0.996975,0.003025
8/9/20,Wisconsin,0.284775,0.715225
8/9/20,West Virginia,0.991825,0.008175
8/9/20,Washington,0.013775,0.986225
8/9/20,Virginia,0.0924,0.9076
8/9/20,Vermont,0.011725,0.988275
8/9/20,Utah,0.950675,0.049325
8/9/20,Texas,0.7115,0.2885
8/9/20,Tennessee,0.947825,0.052175
8/9/20,South Dakota,0.9519,0.0481
8/9/20,South Carolina,0.8637,0.1363
8/9/20,Rhode Island,0.033575,0.966425
8/9/20,Pennsylvania,0.27715,0.72285
8/9/20,Oregon,0.11375,0.88625
8/9/20,Oklahoma,0.99305,0.00695
8/9/20,Ohio,0.553775,0.446225
8/9/20,North Dakota,0.98395,0.01605
8/9/20,North Carolina,0.478,0.522
8/9/20,New York,0.00575,0.99425
8/9/20,New Mexico,0.1087,0.8913
8/9/20,New Jersey,0.051,0.949
8/9/20,New Hampshire,0.2923,0.7077
8/9/20,Nevada,0.247975,0.752025
8/9/20,Nebraska,0.984375,0.015625
8/9/20,NE-3,0.99905,0.00095
8/9/20,NE-2,0.469925,0.530075
8/9/20,NE-1,0.938825,0.061175
8/9/20,Montana,0.8746,0.1254
8/9/20,Missouri,0.86995,0.13005
8/9/20,Mississippi,0.87285,0.12715
8/9/20,Minnesota,0.253375,0.746625
8/9/20,Michigan,0.201325,0.798675
8/9/20,Massachusetts,0.007225,0.992775
8/9/20,Maryland,0.00325,0.99675
8/9/20,Maine,0.221825,0.778175
8/9/20,ME-2,0.639375,0.360625
8/9/20,ME-1,0.056325,0.943675
8/9/20,Louisiana,0.907975,0.092025
8/9/20,Kentucky,0.97175,0.02825
8/9/20,Kansas,0.93535,0.06465
8/9/20,Iowa,0.6788,0.3212
8/9/20,Indiana,0.943625,0.056375
8/9/20,Illinois,0.02,0.98
8/9/20,Idaho,0.9881,0.0119
8/9/20,Hawaii,0.0158,0.9842
8/9/20,Georgia,0.6643,0.3357
8/9/20,Florida,0.356975,0.643025
8/9/20,District of Columbia,0,1
8/9/20,Delaware,0.0042,0.9958
8/9/20,Connecticut,0.0315,0.9685
8/9/20,Colorado,0.168575,0.831425
8/9/20,California,0.004,0.996
8/9/20,Arkansas,0.92525,0.07475
8/9/20,Arizona,0.44555,0.55445
8/9/20,Alaska,0.809825,0.190175
8/9/20,Alabama,0.9783,0.0217
8/8/20,Wyoming,0.9967,0.0033
8/8/20,Wisconsin,0.2853,0.7147
8/8/20,West Virginia,0.991275,0.008725
8/8/20,Washington,0.014425,0.985575
8/8/20,Virginia,0.092025,0.907975
8/8/20,Vermont,0.01235,0.98765
8/8/20,Utah,0.9518,0.0482
8/8/20,Texas,0.710375,0.289625
8/8/20,Tennessee,0.948,0.052
8/8/20,South Dakota,0.948925,0.051075
8/8/20,South Carolina,0.86435,0.13565
